hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
M Hotel Singapore City Centre,Hardev,Malaysia,Deluxe Twin Room with Free Wifi,3.0,2023-11-01,Couple,Comfortable n clean,8.0,Closed to my office,Nothing,24/11/2023,08/02/2024,close office,nothing
M Hotel Singapore City Centre,Mohamed,Egypt,Deluxe Double Room With Free WiFi,3.0,2023-11-01,Solo traveller,Superb,9.0,Great clean hotel The rooms is large with comfortable bedGreat breakfast with a lot of different foodsIn the business district with bus stop at it’s door so you can reach any place easily you can use your Visa card in the bus but don’t forget to check out by tapping the card again in the busThe conventional center is about 11 mins by bus,nan,23/11/2023,08/02/2024,great clean hotel room large comfortable bedgreat breakfast lot different cousin business district bus stop door reach place easily use isa card bus forget check tap card bustle conventional center mind bus,nan
M Hotel Singapore City Centre,Lisa,United Kingdom,Deluxe Double Room With Free WiFi,2.0,2023-11-01,Family,Superb,9.0,"Location was great, staff were friendly rooms and facilities were excellent. There were 3 adults in our group and we were kindly upgraded to a suite.",Disappointed that the pool was closed one evening.,22/11/2023,08/02/2024,location great staff friendly room facility excellent adult group kindly upgrade suite,disappoint pool close one evening
M Hotel Singapore City Centre,Sue,United Kingdom,Deluxe Double Room With Free WiFi,3.0,2023-11-01,Couple,A thoroughly enjoyable stay,9.0,Location and facilities at this hotel were perfect for our stay.,Nothing,21/11/2023,08/02/2024,location facility hotel perfect stay,nothing
M Hotel Singapore City Centre,Annalise,Australia,Deluxe Double Room With Free WiFi,4.0,2023-11-01,Solo traveller,Very good,8.0,"Very clean, comfortable and spacious room. Great amenities. Helpful staff. Good value for money relative to other options in the area. The building is slightly older than some of the other options in Singapore but again I think this is reflected in the good price point.",nan,19/11/2023,08/02/2024,clean comfortable spacious room great amenity helpful staff good value money relative option area build slightly old option singapore I think reflect good price point,nan
M Hotel Singapore City Centre,Karen,Australia,Deluxe Double Room With Free WiFi,4.0,2023-11-01,Couple,Convenient,7.0,Great for a city stay staff very helpful,Nothing,18/11/2023,08/02/2024,great city stay staff helpful,nothing
M Hotel Singapore City Centre,George,India,Deluxe Double Room With Free WiFi,2.0,2023-11-01,Solo traveller,Decent stay but need to be more flexible to customers requests,7.0,Location,Price for the room and no flexibity by front office staff for late check out or early check in. Every 5 star peppery allows this,14/11/2023,08/02/2024,location,price room flexibility front office staff late check early check every star pepper allow
M Hotel Singapore City Centre,Ayushi,India,Deluxe Double Room With Free WiFi,5.0,2023-11-01,Couple,Comfortable stay in a convenient location,8.0,"The room was spacious and the bed was very comfortable. The breakfast buffet had a great spread of different cuisines and accommodated various dietary preferences. The tea section, featuring tea from Raffles Lighthouse, was our favorite because of the various options offered. The staff at Cafe 2000 was friendly and the outdoor dining had a good view of the neighbourhood. The hotel is located in a great spot - there is a bus station opposite the entrance, and an MRT station in walking distance. A 7-Eleven and a 24-hour McDonald's is also a few metres away.",nan,14/11/2023,08/02/2024,room spacious bed comfortable breakfast buffet great spread different cuisine accommodate various dietary reference tea section fear tea baffle lighthorse favorite various option offer staff cafe friendly outdoor dine good view neighbourhood hotel locate great spot bus station opposite entrance meet station walk distance eleven hour macdonald also metre away,nan
M Hotel Singapore City Centre,Andrew,Philippines,Deluxe Twin Room with Free Wifi,2.0,2023-11-01,Family,Very good,8.0,"The breakfast is good, with many choices of food. The room is quite big. The toilet has a bidet. The hotel is located in a peaceful and clean area.","Although the breakfast is good, the dining area is a bit crowded. There is a dead cockroach inside the trash bin. The door lock in room 1801 is faulty, the door does not lock properly. There is a bathtub in the bathroom but it would have been better if the hotel also provided the soap for bubble bath. The hotel is located in a business district which is a bit far from restaurants and shopping areas. The metro station is far from the hotel.",14/11/2023,08/02/2024,breakfast good many choice food room quite big toilet bide hotel locate peaceful clean area,although breakfast good dine area bit crowd dead cockroach inside trash bin door lock room faulty door lock properly bathtub bathroom would well hotel also provide soap bubble bath hotel locate business district bit far restaurant shopping area retro station far hotel
M Hotel Singapore City Centre,Shareen,Malaysia,Deluxe Double Room With Free WiFi,3.0,2023-11-01,Solo traveller,Dated hotel room.,7.0,The staff were nice.,"The air conditioning made the air very dry in the room. Wasn't easy to get good sleep, not comfortable. The hotel room is quite dated and too expensive for that standard.",10/11/2023,08/02/2024,staff nice,air condition make air dry room easy get good sleep comfortable hotel room quite date expensive standard
M Hotel Singapore City Centre,Giuseppe,United Kingdom,Premier Twin Room With Free WiFi,7.0,2023-10-01,Solo traveller,Very good,8.0,"The room is very clean and they provide water bottles every day. The location is excellent, and very central. The breakfast is good.","Many technical issues in reserving the room. The website showed no availability of single rooms so I had to buy a double. When at the hotel, I was informed that a single was available, however, they did not change the one I booked for the single room.",01/11/2023,08/02/2024,room clean provide water bottle every day location excellent central breakfast good,many technical issue reserve room webster show availability single room I buy double hotel I inform single available however change one I book single room
M Hotel Singapore City Centre,Ronaldo,Australia,Deluxe Twin Room with Free Wifi,2.0,2023-10-01,Couple,"Overall is okay, house keeping person is very helpful",8.0,Location,Room is old,24/10/2023,08/02/2024,location,room old
M Hotel Singapore City Centre,Bulent,Australia,Deluxe Double Room With Free WiFi,4.0,2023-10-01,Solo traveller,Very good,8.0,location and room size.,assume a renovation requirement should be considered.,23/10/2023,08/02/2024,location room size,assume renovation requirement consider
M Hotel Singapore City Centre,David,Australia,Deluxe Double Room With Free WiFi,3.0,2023-10-01,Couple,It was my first time in Singapore,9.0,The location was excellent.,"The pillow cases were not changed from the previous people. There was hair in shower from the previous people. The room wasn't cleaned properly when we arrived. Called room service, which, to their credit, cleaned the room straight away.",22/10/2023,08/02/2024,location excellent,pillow case change previous people hair shower previous people room clean properly arrive call room service credit clean room straight away
M Hotel Singapore City Centre,Rachael,Australia,Deluxe Double Room With Free WiFi,5.0,2023-10-01,Couple,Amazing hotel to stay with friendly staff and nice ambience.,9.0,It was a very clean and well presented hotel that was conveniently located. The room was well cleaned each day and provided complimentary water.  It was an easy check in and check out process.,"Although the amenities were great, there was no conditioner with the shampoo.",20/10/2023,08/02/2024,clean well present hotel conveniently locate room well clean day provide complimentary water easy check check process,although amenity great condition shampoo
M Hotel Singapore City Centre,Klaas,Netherlands,Deluxe Double Room With Free WiFi,3.0,2023-10-01,Family,Excellent stay and good value for money,8.0,"I like the hotel, I am coming there for many years now, and it meets my expectations. The breakfast is too expensive so we eat outside.",The breakfast as I told you already,19/10/2023,08/02/2024,I like hotel I come many year meet expectation breakfast expensive eat outside,breakfast I tell already
