username,rating,content,ip_address,time,Attraction,cleaned_content,all_words,verbs,nouns,adjectives
帅帅的牛,5.0,离市区较远，公共交通需多次转车，建议打车。公园门口是动物剧场，只有小动物演出，还不错。进去可以先坐免费车绕公园一圈，可以看到大部分动物。还有步道能走一圈，可以都到园区更深的位置，园区灯光非常暗，夜间动物活跃，食肉动物区还是有点恐怖。,江苏,14/05/2023,Safari,离市区较远公共交通需多次转车建议打车。公园门口是动物剧场只有小动物演出还不错。进去可以先坐免费车绕公园一圈可以看到大部分动物。还有步道能走一圈可以都到园区更深的位置园区灯光非常暗夜间动物活跃食肉动物区还是有点恐怖。,市区 远 公共交通 需 转车 建议 打车 公园 门口 动物 剧场 动物 演出 不错 进去 先 坐 免费 车 绕 公园 一圈 大部分 动物 步道 走 一圈 园区 更深 位置 园区 灯光 暗 夜间 动物 活跃 食肉动物 恐怖,需 转车 打车 演出 进去 坐 免费 绕 走 位置 活跃,市区 公共交通 建议 公园 动物 剧场 动物 车 公园 动物 步道 园区 园区 灯光 动物,远 不错 恐怖
景轩仔,5.0,挺好玩的，很特别。可以观察夜间动武的行为，最值得推荐的是夜间动物表演，表演挺精彩的，值得一看。园区里面的动物也非常多。,新加坡,26/09/2022,Safari,挺好玩的很特别。可以观察夜间动武的行为最值得推荐的是夜间动物表演表演挺精彩的值得一看。园区里面的动物也非常多。,挺好玩 特别 观察 夜间 动武 值得 推荐 夜间 动物 表演 表演 挺 精彩 值得一看 园区 动物,观察 值得 推荐 表演 表演,动武 动物 精彩 园区 动物,挺好玩
放飞梦想的人,5.0,开心，进距离看的清楚，下次还去！,天津,25/03/2023,Safari,开心进距离看的清楚下次还去。,开心 进 距离 下次,开心 进,距离,
yapu6012,5.0,买好票记得去mandai官网预约 tram有两个站台 站台2的队伍通常短很多 整个公园可以搭乘tram游览，可以看到鹿、大象、狮子、鬣狗等动物，整个tram大约有半个多小时,上海,06/07/2023,Safari,买好票记得去mandai官网预约 tram有两个站台。站台的队伍通常短很多。整个公园可以搭乘tram游览可以看到鹿大象狮子鬣狗等动物整个tram大约有半个多小时,买好 票 记得 mandai 官网 预约   tram 两个 站台 站台 队伍 短 很多 公园 搭乘 tram 游览 鹿 大象 狮子 鬣狗 动物 tram 半个 小时,买好 记得 预约 搭乘 游览,票 官网 站台 站台 队伍 公园 鹿 大象 狮子 鬣狗 动物 小时,短
邯郸路保安大队长,3.3,图个新鲜，但是观光巴士的广播质量不高，感觉有点画蛇添足（尤其是模拟动物叫声的片段），值得一去，但没必要二刷，动物表演的时间较短。,上海,22/07/2023,Safari,但是观光巴士的广播质量不高感觉有点画蛇添足尤其是模拟动物叫声的片段值得一去但没必要二刷动物表演的时间较短。,观光 巴士 广播 质量 高 感觉 画蛇添足 模拟 动物 叫声 片段 值得 一去 没 刷 动物 表演 时间 短,广播 模拟 叫声 值得 没 刷 表演,观光 巴士 质量 感觉 动物 动物 时间,高 短
ELLA fauteux,4.3,怎么说了，如果旅行时间够，可以去玩一玩，不知道是不是我去过的动物园次数比较多，感觉这个夜间的世界也就那样，没有满分，但也还不错吧,新加坡,22/04/2023,Safari,怎么说了如果旅行时间够可以去玩一玩不知道是不是我去过的动物园次数比较多感觉这个夜间的世界也就那样没有满分但也还不错吧,旅行 时间 够 玩一玩不 去过 动物园 次数 感觉 夜间 世界 满分 不错,旅行 去过,时间 动物园 次数 感觉 世界,不错
留下那个让你心动的瞬间,1.0,刚从那里（实在不想多提名字了）回来 ，全程失望！ 1、交通 出了地铁站后就是无尽的等待 而且导航的信息提示有车即但 却不见一辆车来 苦等将近半小时！ 2、入门 偌大动物园 号称全球唯一 没有一个像样的服务生 完全做不到以游客为中心 白白耽误我们半个多小时 不让进 直至错过小火车 3、排队 一点不讲人性化 很多小火车的座位有空缺 却不让其他游客乘坐  4、景点 最不能忍的一点！！！打着“夜间动物园”的幌子 见到的基本都是其它普通动物园能见到的动物 而且还都是白天就可以看到的 说真的 连个“猫头鹰”都没见着 还敢自称“夜间”！这就是排名前十的著名景点吗？！,中国台湾,03/02/2024,Safari,刚从那里实在不想多提名字了回来 全程失望。 交通。出了地铁站后就是无尽的等待。而且导航的信息提示有车即但。却不见一辆车来。苦等将近半小时。 入门。偌大动物园。号称全球唯一。没有一个像样的服务生。完全做不到以游客为中心。白白耽误我们半个多小时。不让进。直至错过小火车 排队。一点不讲人性化。很多小火车的座位有空缺。却不让其他游客乘坐 景点。最不能忍的一点。。。打着夜间动物园的幌子。见到的基本都是其它普通动物园能见到的动物。而且还都是白天就可以看到的。说真的。连个猫头鹰都没见着。还敢自称夜间。这就是排名前十的著名景点吗。。,刚 实在 不想 提名 字 回来   全程 失望   交通 出 地铁站 无尽 等待 导航 信息 提示 有车 即但 不见 一辆车 苦 将近 半小时   入门 偌大 动物园 号称 全球 唯一 像样 服务生 不到 游客 中心 白白 耽误 半个 小时 不让 进 直至 错过 火车   排队 一点 讲 人性化 很多 火车 座位 空缺 不让 游客 乘坐   景点 忍 一点 打着 夜间 动物园 幌子 见到 动物园 见到 动物 白天 说真的 猫头鹰 没见 敢 自称 夜间 排名 前十 著名景点,实在 不想 提名 回来 失望 出 等待 导航 提示 不见 号称 像样 不到 耽误 不让 进 直至 错过 讲 不让 乘坐 忍 打着 见到 见到 没见 敢 自称 排名,字 全程 交通 地铁站 信息 有车 一辆车 入门 动物园 全球 服务生 游客 中心 白白 小时 火车 排队 人性化 火车 座位 游客 景点 动物园 幌子 动物园 动物 猫头鹰 著名景点,苦 空缺
M28****9157,5.0,night zoo超级棒，就是动物有点看不清楚哈哈哈哈哈，不过值得票价！,新加坡,30/04/2023,Safari,night zoo超级棒就是动物有点看不清楚哈哈哈哈哈不过值得票价。,night   zoo 超级 棒 动物 看不清楚 哈哈哈 值得 票价,值得,动物 票价,
loveyuki,5.0,新加坡之旅最爱的部分，没有之一！只能用眼用心去体会，推荐先看演出，再步行，最后乘车，必有所获，另外，夜间动物园吃的比日间更划算,上海,06/07/2023,Safari,新加坡之旅最爱的部分没有之一。只能用眼用心去体会推荐先看演出再步行最后乘车必有所获另外夜间动物园吃的比日间更划算,新加坡 旅 最爱 只能 眼 用心 体会 推荐 先 演出 步行 乘车 必 获 夜间 动物园 吃 日间 划算,只能 推荐 演出 获 吃 划算,新加坡 旅 眼 用心 体会 步行 乘车 动物园,最爱
天涯19841120,5.0,夜间动物园适合带小朋友来玩，能够近距离观察各种动物的夜间生活。,江苏,14/07/2023,Safari,夜间动物园适合带小朋友来玩能够近距离观察各种动物的夜间生活。,夜间 动物园 适合 带 小朋友 玩 近距离 观察 动物 夜间 生活,适合 带 玩 观察 生活,动物园 小朋友 动物,
334小小马妈妈,5.0,动物种类繁多，好多因为白天太热不出来的动物，夜间都出来纳凉👍,辽宁,08/05/2023,Safari,动物种类繁多好多因为白天太热不出来的动物夜间都出来纳凉,动物 种类 繁多 好多 白天 太 热 动物 夜间 纳凉,,动物 种类 动物 纳凉,繁多 热
希洪吉罗德,5.0,如果你是第一次去新加坡，建议夜间动物园一定要去看一看。,天津,16/04/2023,Safari,如果你是第一次去新加坡建议夜间动物园一定要去看一看。,第一次 新加坡 建议 夜间 动物园 看一看,看一看,新加坡 建议 动物园,
M44****2653,3.7,有意思的，动物种类丰富，但是天黑之后真的很难看见，更别说互动了，甚至狮子本来看不到，是工作人员叫醒了给我们看的,广东,21/01/2023,Safari,有意思的动物种类丰富但是天黑之后真的很难看见更别说互动了甚至狮子本来看不到是工作人员叫醒了给我们看的,有意思 动物 种类 天黑 真的 难 互动 狮子 本来 看不到 工作人员 叫醒 了给,看不到 叫醒 了给,动物 种类 天黑 狮子 工作人员,难
M36****38,1.0,千万不要在携程订动物园门票！！！！标的是官方票，但是与官方票不一样，万一遇到恶劣天气官方票可以直接在动物园门口改日期，携程购买的不行，反馈速度也慢到崩溃，票只能浪费掉…,新加坡,24/01/2024,Safari,千万不要在携程订动物园门票。。。。标的是官方票但是与官方票不一样万一遇到恶劣天气官方票可以直接在动物园门口改日期携程购买的不行反馈速度也慢到崩溃票只能浪费掉,千万 携程 订 动物园 门票 标的 官方 票 官方 票 恶劣 天气 官方 票 动物园 门口 改 日期 携程 购买 不行 反馈 速度 慢 崩溃 票 只能 浪费 掉,订 改 购买 不行 反馈 崩溃 只能,携程 动物园 门票 标的 官方 票 官方 票 天气 官方 票 动物园 携程 速度 票 浪费,恶劣 慢
_M13****1990,4.7,小孩很喜欢，坐小火车看动物，运气好的话，狮子老虎这些会动一动，娃就就很激动。就是周边装修，好像变小了不少，动物感觉也没以前多了。,江苏,12/04/2023,Safari,小孩很喜欢坐小火车看动物运气好的话狮子老虎这些会动一动娃就就很激动。就是周边装修好像变小了不少动物感觉也没以前多了。,小孩 喜欢 坐 火车 动物 运气 狮子 老虎 动一动 娃 激动 周边 装修 好像 变小 不少 动物 感觉 没,喜欢 坐 装修 好像 变小 没,小孩 火车 动物 运气 狮子 老虎 娃 动物 感觉,激动
202****178,1.7,黑漆漆，看不到啥，不值得大老远跑过去，没看到中文小火车，所有肤色都堆在一个小火车上,新加坡,09/02/2024,Safari,黑漆漆看不到啥不值得大老远跑过去没看到中文小火车所有肤色都堆在一个小火车上,黑漆漆 看不到 值得 大老远 跑 没 中文 火车 肤色 堆 火车,看不到 值得 跑 没 堆,大老远 中文 火车 肤色 火车,
M29****8551,5.0,夜间野生动物园是一个颇有个性的特殊景点。,上海,15/07/2023,Safari,夜间野生动物园是一个颇有个性的特殊景点。,夜间 野生 动物园 颇 个性 景点,,动物园 个性 景点,
人在旅途不减肥,4.0,清迈的时候去过，印象里就是动物很傻，也不动就在灯光下。本来只打算去河川，娃非常想去啊，所以我们分了两天去了，主要是当天从河川出来买当天票，已经没有了。所以票要提前买的。 交通： 河川和动物园都离那么远，现在的物价，当然是选地铁！ 1⃣️坐地铁，红线坐到Khatib，到站后下车A口出门左拐，往前200米即到班车站 2⃣️坐班车：A口左拐出来会有些不同的车站，我们清明节去的，还有好多去扫墓的班车呢。不要担心和迷糊，就直接找找看看哪个是去动物园的就好哦。 3⃣️票价：班车可以刷地铁卡，1新币/人 4⃣️购票及预约： 参观时间：因为是夜间动物园咯，19:30才开始，但是可以早点来的啦。 门票购买：携程，直接出电子票，我也确实看到老外打印的票进的。 5⃣️Night safari表演预约：官网预约，也不麻烦。我打算先看第一场表演，再坐小火车，不然太晚回去。这个表演挺被称赞的，但是其实和很多海洋馆、动物园的动物表演没有区别呀，一个故事背景而已，动物是小工具。 6⃣️小火车之旅：大晚上的徒步，会挺害怕的，所以就只做了小火车。没想到，整个night safari的这个沉浸感和参与感是小火车的司机给的。,北京,12/07/2023,Safari,清迈的时候去过印象里就是动物很傻也不动就在灯光下。本来只打算去河川娃非常想去啊所以我们分了两天去了主要是当天从河川出来买当天票已经没有了。所以票要提前买的。 交通 河川和动物园都离那么远现在的物价当然是选地铁。 坐地铁红线坐到Khatib到站后下车A口出门左拐往前米即到班车站 坐班车A口左拐出来会有些不同的车站我们清明节去的还有好多去扫墓的班车呢。不要担心和迷糊就直接找找看看哪个是去动物园的就好哦。 票价班车可以刷地铁卡新币人 购票及预约 参观时间因为是夜间动物园咯才开始但是可以早点来的啦。 门票购买携程直接出电子票我也确实看到老外打印的票进的。 Night safari表演预约官网预约也不麻烦。我打算先看第一场表演再坐小火车不然太晚回去。这个表演挺被称赞的但是其实和很多海洋馆动物园的动物表演没有区别呀一个故事背景而已动物是小工具。 小火车之旅大晚上的徒步会挺害怕的所以就只做了小火车。没想到整个night safari的这个沉浸感和参与感是小火车的司机给的。,清迈 去过 印象 里 动物 很傻 不动 灯光 本来 打算 河川 娃 想 两天 当天 河川 买 当天 票 票 提前 买   交通   河川 动物园 远 物价 选 地铁   坐地铁 红线 坐到 Khatib 站 下车 A 口 出门 左拐 往前 米 班 车站   坐 班车 A 口 左 拐出来 车站 清明节 好多 扫墓 班车 担心 迷糊 找找看 动物园   票价 班车 刷 地铁 卡 新币   购票 预约   参观 时间 夜间 动物园 咯 早点   门票 购买 携程 出 电子 票 确实 老外 打印 票 进   Night   safari 表演 预约 官网 预约 麻烦 打算 先 第一场 表演 坐 火车 太晚 回去 表演 挺 称赞 很多 海洋馆 动物园 动物 表演 区别 故事 背景 动物 工具   火车 旅 晚上 徒步 挺 害怕 火车 没想到 night   safari 沉浸 感 参与感 火车 司机,去过 不动 打算 想 买 提前 买 选 坐到 站 下车 出门 坐 担心 预约 咯 购买 出 打印 进 表演 预约 预约 打算 表演 坐 回去 表演 称赞 表演 害怕 沉浸 感,印象 动物 灯光 河川 娃 河川 票 票 交通 河川 动物园 物价 地铁 红线 口 左拐 班 车站 班车 车站 扫墓 班车 动物园 票价 班车 地铁 卡 新币 购票 参观 时间 动物园 门票 携程 电子 票 老外 票 官网 火车 太晚 海洋馆 动物园 动物 区别 故事 背景 动物 工具 火车 旅 火车 参与感 火车 司机,清迈 很傻 远 迷糊 确实 麻烦
