username,rating,content,time,image,UserURL,Attraction
koukou1984,5.0,去过很多次了，非常建议带家人朋友去走走，老人孩子都很喜欢，除了走路有点累，建议工作日过去，周末人很多，但是性价比非常好，,03/02/2024,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180595133?locale=en-SG,Garden by the bay
Anonymous User,5.0,"The booking process is seamless and convenient , redemption process is also easy . The destination is very crowded and did not really enjoy the scenery .",07/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180303872?locale=en-SG,Garden by the bay
Jarvi Fung,5.0,I went to the Flower Dome and Cloud Forest on 28/12/2023 with my aunt and mother. I would give an overall grade &ldquo;A+&rdquo; for Gardens by the Bay,29/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180219901?locale=en-SG,Garden by the bay
Anonymous User,5.0,擎天树丛（Supertree Grove）位于花园正中央最醒目的标志物，你可以漫步在高约22米的华侨银行空中走道（OCBC Skyway），俯瞰滨海南花园的全景。夜幕降临，还可以在树丛下观赏绚丽多彩的&ldquo;花园狂想曲&rdquo;灯光秀！,16/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085427?locale=en-SG,Garden by the bay
Anonymous User,5.0,花穹（Flower Dome） &amp; 云雾林（Cloud Forest）两大植物冷室模拟了热带山地地区凉爽潮湿的气候、地中海亚热带地区及半干旱亚热带地区凉爽干燥的气候，展示了来自全球各个洲（南极洲除外）的10万种植物。,16/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085425?locale=en-SG,Garden by the bay
Anonymous User,5.0,来了几次新加坡，一直没好好逛过「新加坡滨海湾花园」，这次终于来打卡啦～这个超级花园可以说是新加坡的城市绿洲，里面到处都是花草树木，让人有种穿越到热带奇幻森林的赶,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080175?locale=en-SG,Garden by the bay
E01***87,5.0,金沙出来就很快能到滨海湾花园收费景点，迷雾森林好好玩，处处充满惊喜，花琼就一般吧，对于生活在珠三角的人来说，真的经常能看到这样的植物景观，提醒大家这两馆是真的冷啊，带上衣服吧。滨海湾花园除了收费景点外，免费的也很有意思，留住时间和脚力好好走，你能看到大蜥蜴，水獭，水鸡等等。刚好现在还有个动物保护的雕塑展，两兄弟在这玩了一小时，拍了上百张照片。[偷笑]七点四十五的擎天树灯光秀也很棒，一定要看哦。花坛很宽敞，能躺着看。,26/09/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-179135292?locale=en-SG,Garden by the bay
帅帅的牛,5.0,图一是金沙酒店平台俯拍的整个公园，公园是免费进的，里面的购票项目很复杂，售票处看了会晕，只推荐云雾林和花穹双馆，就是图一两个白色建筑。云雾林是阿凡达主题，有座植物假山，坐电梯到最高处再绕下来。花穹是世界各地的植物展示，有几棵猴面包树，有一片区域精灵宝可梦主题。公园中间有阿凡达场景的人工林，晚上有灯光秀。,15/08/2023,6,https://sg.trip.com/review/gardens-by-the-bay-94795-178307143?locale=en-SG,Garden by the bay
钰儿2020,5.0,非常美丽的花园，温馨浪漫，不愧为有名的花园城市。各国游客聚集在此，让人大开眼界。,08/08/2023,9,https://sg.trip.com/review/gardens-by-the-bay-94795-178196324?locale=en-SG,Garden by the bay
天空中的那朵红云,5.0,新加坡滨海湾花园非常漂亮，设计新颖独特。一定要登上花穹步道走走看看哦，每位参观者可以再步道上观景停留15分钟。步道参观票可以当场买，也可以事先在网上订购，傍晚七点亮灯，所以六点多开始游客会越来越多。下次去新加坡肯定会再去滨海湾花园参观赏景！,06/08/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-178163958?locale=en-SG,Garden by the bay
Lucy钱,5.0,非常好，室内有空调，携程买比现场买便宜很多，验票也非常快，可以慢慢转悠2小时➕,24/10/2023,7,https://sg.trip.com/review/gardens-by-the-bay-94795-179526993?locale=en-SG,Garden by the bay
银光粉蓝,5.0,一直信任携程，所有票证都是在携程定的,12/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180369324?locale=en-SG,Garden by the bay
Anonymous User,5.0,充满悬浮花束和创意花卉展览的奇幻花园（Floral Fantasy）。丰富多彩的花园景观，一条条蜿蜒小径将不同空间连接在一起，每一个身在其中的人都仿佛踏入一个异梦空间。沿途还有一个小型箭毒蛙生态馆。,16/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085455?locale=en-SG,Garden by the bay
Anonymous User,5.0,来这里尽量穿长衣长裤吧，热就热点，以防被蚊虫给咬了，我就被虫子叮了贼痒抓破皮了都。滨海湾花园餐饮不多，游客多，室外逛热了，大家都去室内凉快，shake shack汉堡店在入口处，连个座位都找不到。,16/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085396?locale=en-SG,Garden by the bay
九兮妖尾,4.0,这个我觉得一般吧，好看是好看，但性价比一般，如果不是觉得旅游嘛来都来了我是不会掏钱去看的可能也是因为我时间比较赶的原因，如果在那里坐半天什么的可能还不错,17/02/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180775834?locale=en-SG,Garden by the bay
带着家人环游世界,5.0,绿植的天堂可以去逛一逛，值得游玩,15/02/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180749930?locale=en-SG,Garden by the bay
Anonymous User,5.0,擎天树观景台～明信片般的美丽景色相信从你踏入滨海湾花园的第一刻起，就对擎天树充满好奇与向往。擎天树观景台（Supertree Observatory）上，大家可以拥有滨海湾花园和市区的全景视角。,16/12/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180085465?locale=en-SG,Garden by the bay
Anonymous User,5.0,当你一脚踏入云雾林（Cloud Forest），这里有世界上最高的室内瀑布和一座山峦葱郁的山脉，来自世界各个角落的植物点缀其中，创造了一个奇幻的绿色之梦。,16/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180085437?locale=en-SG,Garden by the bay
Anonymous User,5.0,云雾森林最有名的就是有一座全球最大的室内瀑布，这座高达35米的室内瀑布覆盖着茂密的绿色植被(兰花、猪笼草和蕨类植物等)。一进到室内就能感受到瀑布的水气喷上来，创造出一个被雾气笼罩的神秘世界。,04/11/2023,2,https://sg.trip.com/review/gardens-by-the-bay-94795-179653263?locale=en-SG,Garden by the bay
320***36,5.0,非常好，可惜这次因为春节灯光秀停了一场没看到有点可惜，正常灯光秀在晚上7:45和8:45两场。走到摩天轮大概15-20分钟。走到摩天轮路过双螺旋桥。,14/02/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180739143?locale=en-SG,Garden by the bay
Anonymous User,5.0,cloud forest还是不错，旁边那个应该是买一送一的，别期望太高,08/02/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180655035?locale=en-SG,Garden by the bay
Anonymous User,5.0,滨海湾花园（Gardens by the bay）是新加坡市中心的超级花园，占地面积达101公顷，巨大的穹顶温室培植着38万株来自世界不同地域的奇花异卉。,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080129?locale=en-SG,Garden by the bay
Anonymous User,5.0,四周都环绕着梯形的岩层。在这半封闭的空间里，天花板设计成一闪一闪的星星的天花板，再搭配柔和的灯光下，打造浪漫迷人的环境，绝对是这场花艺展的压轴！,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080145?locale=en-SG,Garden by the bay
波娜特李泌,5.0,刚进门就被巨型瀑布震撼了，气势宏伟！里面的植物主打一个高度，值得一看，先去顶层再往下一层一层观看，有阿凡达变脸体验，大恐龙等。三岁以上就得买票了,31/08/2023,4,https://sg.trip.com/review/gardens-by-the-bay-94795-178741497?locale=en-SG,Garden by the bay
仔仔SS,5.0,值得一去，室内温度宜人，植物品种繁多。携程购票服务非常方便。,07/12/2023,7,https://sg.trip.com/review/gardens-by-the-bay-94795-180010969?locale=en-SG,Garden by the bay
一草一木看世界,5.0,滨海湾花园是新加坡著名必去的景点，室内花卉漂亮、热带雨林景色，阿凡达体验很有趣，里面有瀑布、有空中栈道、有鸟鸣，养分充足，是避暑的好地方。,23/10/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-179513318?locale=en-SG,Garden by the bay
Makal,5.0,携程现在无法无天，订单24192235105涉嫌违约欺诈，态度蛮横，拒不退还不合理款项，相关部门都无法处置携程，只能司法诉讼，简直作死。,08/02/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180653786?locale=en-SG,Garden by the bay
阳光明媚敏,5.0,值得走走 凉凉快快,06/01/2024,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180300327?locale=en-SG,Garden by the bay
Anonymous User,5.0,有阿凡达主题的趣味性十足和让人慨叹造园的不易和创意。另外一个是各洲特色植物跟上海辰山植物园差不多吧。也没有觉得有什么特色。也人满为患。,11/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180365746?locale=en-SG,Garden by the bay
M40***45,5.0,只能说太太太太太赞了，新加坡必打卡点，超级出片，一步一景，这个地方太适合怕热星人了，室内温度15➕，可以把该行程放在一天最热的时间段，建议可以提前查一下云雾森林的云雾开启时间,12/09/2023,7,https://sg.trip.com/review/gardens-by-the-bay-94795-178955311?locale=en-SG,Garden by the bay
Anonymous User,5.0,出票很快，使用方便，一下子就进去了。这个园区很好，服务不错，下次还会再次过来。这次跟闺蜜同行还是不错的，下次带孩子过来，哈哈哈😁。,02/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180277661?locale=en-SG,Garden by the bay
Anonymous User,5.0,出票很快，使用方便，一下子就进去了。这个园区很好，服务不错，下次还会再次过来。这次跟闺蜜同行还是不错的，下次带孩子过来，哈哈哈😁。,02/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180277649?locale=en-SG,Garden by the bay
Anonymous User,5.0,真的很不错,23/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180152926?locale=en-SG,Garden by the bay
Anonymous User,5.0,一踏进奇幻花园，满满的花香迎面扑鼻而来，马上映入眼帘的是各种华丽的花卉！里面一共种植超过3000多种的花卉，美到让你赞叹声连连！,15/12/2023,3,https://sg.trip.com/review/gardens-by-the-bay-94795-180080107?locale=en-SG,Garden by the bay
AndyCandy18,5.0,可以看到各种品类各地域的植物，环境和设施都很好,22/01/2024,2,https://sg.trip.com/review/gardens-by-the-bay-94795-180492806?locale=en-SG,Garden by the bay
John_Du,5.0,挺震撼的。尤其天黑了，真有点潘多拉星球的感觉,18/12/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-180120540?locale=en-SG,Garden by the bay
Anonymous User,5.0,电子出票快，票价比现场购买便宜。扫码换票快捷方便，用起来没有任何问题。关键是网上直接人民币信用卡付款，免去兑换外币的麻烦。,29/12/2023,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180215627?locale=en-SG,Garden by the bay
小小小兔兔兔,5.0,云雾林和花穹，门票是联票，滨海湾花园内两个巨大的玻璃房，云雾林中有新加坡最大的室内瀑布，植物品种丰富且多样，拍照美美的。,22/01/2024,0,https://sg.trip.com/review/gardens-by-the-bay-94795-180491937?locale=en-SG,Garden by the bay
Anonymous User,5.0,双馆后面有喷泉⛲️，沙池，攀爬架各种，挺大一个儿童乐园，可以预留多一点时间，玩完吃晚饭（我们就在花园里面的shake shack吃的🍔）可以继续看晚上supertrees的灯光秀，无缝连接，又是美美的一天。,16/12/2023,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180085413?locale=en-SG,Garden by the bay
Anonymous User,5.0,这里展现了新加坡&ldquo;花园城市&rdquo;的精髓，园区内的三座濒水花园汇集了全球各地（除南极洲以外）的植物和花卉，其中不乏珍稀物种。两大植物冷室（花穹与云雾林）则是新加坡可持续发展工程学的代表项目，囊获了无数奖项。,16/12/2023,1,https://sg.trip.com/review/gardens-by-the-bay-94795-180085391?locale=en-SG,Garden by the bay
Zatiey Aziz,5.0,"Gardens by the Bay in Singapore is a stunning horticultural attraction featuring iconic Supertrees, Flower Dome, and Cloud Forest. Visitors often praise its futuristic design, captivating light shows, and diverse plant collections. The unique blend of nature and technology creates a memorable experience for tourists and locals alike.",26/11/2023,5,https://sg.trip.com/review/gardens-by-the-bay-94795-179921492?locale=en-SG,Garden by the bay
